iter	RMSE
503	11.64139351
504	11.63984406
505	11.6374003
506	11.63398115
507	11.63247796
508	11.62969642
509	11.62704322
510	11.62382415
511	11.62321644
512	11.62185756
513	11.62072121
514	11.6195237
515	11.61833337
516	11.61720862
517	11.61438174
518	11.61263959
519	11.61103573
520	11.60989243
521	11.6083035
522	11.60650277
523	11.60416081
524	11.60274928
525	11.60041606
526	11.59908718
527	11.59773809
528	11.59743867
529	11.59414446
530	11.59159
531	11.58913092
532	11.58842439
533	11.58721106
534	11.58672231
535	11.58444849
536	11.58304236
537	11.58168998
538	11.5802002
539	11.57775455
540	11.57580659
541	11.57420996
542	11.57303503
543	11.57007879
544	11.56950481
545	11.56726652
546	11.56615991
547	11.56316222
548	11.56054807
549	11.55727946
550	11.55573651
551	11.55358092
552	11.55093931
553	11.54907138
554	11.54792189
555	11.54640003
556	11.54464927
557	11.54302526
558	11.54109355
559	11.54009665
560	11.53721165
561	11.53625048
562	11.53508426
563	11.53413044
564	11.53223221
565	11.52893536
566	11.52823046
567	11.52436937
568	11.52052228
569	11.5174394
570	11.51651756
571	11.51465371
572	11.51090677
573	11.51004448
574	11.50636258
575	11.5040257
576	11.50108725
577	11.49838256
578	11.49589658
579	11.49257131
580	11.49162232
581	11.49079578
582	11.48819675
583	11.48770281
584	11.48630242
585	11.48315782
586	11.4810858
587	11.4786087
588	11.47736124
589	11.47546995
590	11.47417736
591	11.47361178
592	11.47093593
593	11.46881895
594	11.46759007
595	11.46663521
596	11.46405499
597	11.46252253
598	11.46112272
599	11.45955402
600	11.45784683
601	11.45582142
602	11.45457138
603	11.45254221
604	11.44913843
605	11.4470642
606	11.44546707
607	11.4452147
608	11.44301545
609	11.44002935
610	11.43834809
611	11.43644948
612	11.43458281
613	11.43271024
614	11.43097982
615	11.42821715
616	11.42566909
617	11.42532364
618	11.42424676
619	11.42097012
620	11.42054114
621	11.41767767
622	11.41579417
623	11.41408913
624	11.41308695
625	11.41209139
626	11.41090051
627	11.40915699
628	11.40810127
629	11.40617964
630	11.40336345
631	11.40279098
632	11.39927385
633	11.39751948
634	11.39533596
635	11.39439545
636	11.39347475
637	11.39201733
638	11.39068087
639	11.38701651
640	11.3860686
641	11.3848518
642	11.38360113
643	11.3819116
644	11.3807342
645	11.37826075
646	11.37666035
647	11.37450018
648	11.3729679
649	11.37145545
650	11.36989487
651	11.3684954
652	11.36665001
653	11.36642535
654	11.36520754
655	11.36354262
656	11.36129621
657	11.35890863
658	11.35682003
659	11.35487895
660	11.35329352
661	11.35063119
662	11.34945599
663	11.34840784
664	11.34704755
665	11.34427684
666	11.34295222
667	11.34050387
668	11.33896073
669	11.33749723
670	11.33544068
671	11.3331858
672	11.33158484
673	11.33093609
674	11.32976499
675	11.32743179
676	11.32504505
677	11.3227749
678	11.32227292
679	11.3196061
680	11.31870096
681	11.31659476
682	11.31494707
683	11.31250929
684	11.31067143
685	11.30771012
686	11.30606069
687	11.30528779
688	11.30361953
689	11.30277713
690	11.30070234
691	11.29856998
692	11.29586659
693	11.29245114
694	11.29070794
695	11.28860949
696	11.28708313
697	11.28680476
698	11.28470438
699	11.28393411
700	11.28294518
701	11.28157489
702	11.28031959
703	11.27834743
704	11.27755065
705	11.27630231
706	11.27367864
707	11.27139884
708	11.27059487
709	11.26887113
710	11.26759013
711	11.26538203
712	11.26456567
713	11.26350095
714	11.26179585
715	11.26019802
716	11.25891741
717	11.25652038
718	11.25497104
719	11.25338083
720	11.25177092
721	11.24997354
722	11.24870719
723	11.24770442
724	11.24598894
725	11.24384883
726	11.24308527
727	11.24206504
728	11.24061613
729	11.23853615
730	11.23730714
731	11.23585336
732	11.23337398
733	11.23247345
734	11.23075799
735	11.22919103
736	11.22718348
737	11.22587654
738	11.22476768
739	11.22340253
740	11.22234482
741	11.22048941
742	11.21859011
743	11.215941
744	11.21343873
745	11.21142739
746	11.21049137
747	11.20922412
748	11.20783509
749	11.20676936
750	11.20535959
751	11.2035388
752	11.20233124
753	11.20104136
754	11.19860193
755	11.19807839
756	11.19525048
757	11.19425085
758	11.19223522
759	11.19139735
760	11.18935544
761	11.18860337
762	11.18729241
763	11.18611344
764	11.18360146
765	11.18214014
766	11.18092479
767	11.17934689
768	11.17825663
769	11.17748586
770	11.1755007
771	11.17475714
772	11.17457413
773	11.17249199
774	11.17135817
775	11.16988498
776	11.16763823
777	11.16591139
778	11.16382551
779	11.16270861
780	11.16248615
781	11.16151002
782	11.16009518
783	11.15897483
784	11.15787898
785	11.15478249
786	11.15302976
787	11.15102453
788	11.14939437
789	11.14805119
790	11.14555922
791	11.14391384
792	11.14293908
793	11.14163298
794	11.1403238
795	11.13926433
796	11.13802887
797	11.13560231
798	11.13391919
799	11.13272776
800	11.13226915
801	11.12976856
802	11.1287209
803	11.12749507
804	11.12572522
805	11.12495006
806	11.12357596
807	11.12279723
808	11.12155767
809	11.11972768
810	11.1170809
811	11.11514758
812	11.11350346
813	11.11260656
814	11.11106903
815	11.10992915
816	11.10819804
817	11.10710644
818	11.1055118
819	11.1053198
820	11.10334012
821	11.10158194
822	11.09951402
823	11.09892961
824	11.09763079
825	11.09738358
826	11.09635649
827	11.09428847
828	11.0931747
829	11.09259137
830	11.0910766
831	11.08927146
832	11.08810805
833	11.08677225
834	11.08641461
835	11.08444171
836	11.08167723
837	11.08068716
838	11.07919225
839	11.07814937
840	11.07706391
841	11.07477033
842	11.07402083
843	11.07271778
844	11.07094401
845	11.0696256
846	11.06789075
847	11.06660599
848	11.06524699
849	11.06459152
850	11.06274876
851	11.06213228
852	11.06086679
853	11.0590267
854	11.05679709
855	11.05477295
856	11.05402945
857	11.05308367
858	11.0520279
859	11.05048238
860	11.04889676
861	11.04810367
862	11.04689356
863	11.0456652
864	11.04471447
865	11.04188146
866	11.04094739
867	11.03898666
868	11.03865976
869	11.0382175
870	11.03806182
871	11.03600258
872	11.03488512
873	11.03276195
874	11.03196168
875	11.02941626
876	11.02735665
877	11.02441685
878	11.02307725
879	11.02164521
880	11.02042478
881	11.01896575
882	11.01722725
883	11.01653676
884	11.01576707
885	11.01428012
886	11.01355671
887	11.01143691
888	11.01031129
889	11.00937886
890	11.00805395
891	11.00629953
892	11.0049094
893	11.00412712
894	11.00277634
895	11.00168349
896	11.00119986
897	11.00089607
898	11.00004264
899	10.99862673
900	10.99763308
901	10.99591153
902	10.99529872
903	10.99364447
904	10.99272635
905	10.99124527
906	10.98987856
907	10.98910469
908	10.98776639
909	10.98593296
910	10.98492864
911	10.983159
912	10.9827385
913	10.98258136
914	10.98148895
915	10.97908414
916	10.97800334
917	10.97623983
918	10.97606243
919	10.97484703
920	10.97347075
921	10.97246581
922	10.96988442
923	10.96897009
924	10.96805848
925	10.96721214
926	10.96603205
927	10.96383308
928	10.96317238
929	10.96260174
930	10.96123455
931	10.96033885
932	10.95858112
933	10.95684066
934	10.95437004
935	10.95367838
936	10.95202711
937	10.95101208
938	10.94946733
939	10.94886897
940	10.94772153
941	10.94661791
942	10.94464649
943	10.94399813
944	10.94211045
945	10.94086205
946	10.9407428
947	10.9394941
948	10.93828649
949	10.93585241
950	10.93388225
951	10.93245363
952	10.93231662
953	10.93047178
954	10.92879509
955	10.92788746
956	10.9257794
957	10.9246853
958	10.92399857
959	10.92284779
960	10.92177317
961	10.92140029
962	10.92047261
963	10.919576
964	10.91915241
965	10.91811503
966	10.91646868
967	10.91480993
968	10.91296202
969	10.91210061
970	10.91010993
971	10.909111
972	10.90778096
973	10.90653664
974	10.90480584
975	10.9037771
976	10.9024214
977	10.9012021
978	10.89950583
979	10.89924777
980	10.89874627
981	10.89641702
982	10.89488044
983	10.89304667
984	10.89110566
985	10.89006121
986	10.88736292
987	10.88538196
988	10.88523645
989	10.88392083
990	10.88292635
991	10.88060875
992	10.87937298
993	10.87850423
994	10.87700351
995	10.87672704
996	10.8760651
997	10.87553587
998	10.87334221
999	10.87136932
